,rouge1,rouge2,rougeL,rougeLsum,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length,meteor
0,0.15873015873015875,0.032258064516129024,0.12698412698412698,0.12698412698412698,0.0,"[0.0782608695652174, 0.008771929824561403, 0.0, 0.0]",1.0,5.476190476190476,115,21,0.19736842105263158
1,0.08547008547008547,0.017241379310344827,0.08547008547008547,0.08547008547008547,0.0,"[0.04417670682730924, 0.008064516129032258, 0.0, 0.0]",1.0,11.857142857142858,249,21,0.13698630136986303
2,0.05847953216374269,0.01764705882352941,0.05847953216374269,0.05847953216374269,0.0,"[0.03021978021978022, 0.008264462809917356, 0.0, 0.0]",1.0,17.333333333333332,364,21,0.108499095840868
